0_0: transcript:QX1410.16786.1
0_26298: transcript:QX1410.1320.1
0_26299: transcript:QX1410.1321.1
0_26300: transcript:QX1410.1321.2
0_26301: transcript:QX1410.1321.3
0_26302: transcript:QX1410.1322.1
0_26303: transcript:QX1410.1323.1
0_26304: transcript:QX1410.1323.2
0_26305: transcript:QX1410.1324.1
0_26306: transcript:QX1410.1324.2
0_26307: transcript:QX1410.1325.1
0_26308: transcript:QX1410.1326.1
0_26309: transcript:QX1410.1326.2
0_26310: transcript:QX1410.1327.1
0_26311: transcript:QX1410.1327.2
0_26312: transcript:QX1410.1328.1
0_26313: transcript:QX1410.1328.2
0_26314: transcript:QX1410.1329.1
0_26315: transcript:QX1410.1329.2
0_26316: transcript:QX1410.1330.1
0_26317: transcript:QX1410.1331.1
0_26318: transcript:QX1410.1331.2
0_26319: transcript:QX1410.1331.3
0_26320: transcript:QX1410.1331.4
0_26321: transcript:QX1410.1331.5
0_26322: transcript:QX1410.1331.6
0_26323: transcript:QX1410.1331.7
0_26324: transcript:QX1410.1331.8
0_26325: transcript:QX1410.1331.9
0_26326: transcript:QX1410.1331.10
0_26327: transcript:QX1410.1332.1
0_26328: transcript:QX1410.1332.2
0_26329: transcript:QX1410.1333.1
0_26330: transcript:QX1410.1333.2
0_26331: transcript:QX1410.1334.1
0_26332: transcript:QX1410.1334.2
0_26333: transcript:QX1410.1334.3
0_26334: transcript:QX1410.1335.1
0_26335: transcript:QX1410.1336.1
0_26336: transcript:QX1410.1337.1
0_26337: transcript:QX1410.1337.2
0_26338: transcript:QX1410.1337.3
0_26339: transcript:QX1410.1337.4
0_26340: transcript:QX1410.1337.5
0_26341: transcript:QX1410.1337.6
0_26342: transcript:QX1410.1338.1
0_26343: transcript:QX1410.1338.2
0_26344: transcript:QX1410.1339.1
0_26345: transcript:QX1410.1340.1
0_26346: transcript:QX1410.1340.2
0_26347: transcript:QX1410.1341.1
0_26348: transcript:QX1410.1341.2
0_26349: transcript:QX1410.1341.3
0_26350: transcript:QX1410.1342.1
0_26351: transcript:QX1410.1342.2
0_26352: transcript:QX1410.1342.3
0_26353: transcript:QX1410.1342.4
0_26354: transcript:QX1410.1343.1
0_26355: transcript:QX1410.1343.2
0_26356: transcript:QX1410.1343.3
0_26357: transcript:QX1410.1343.4
0_26358: transcript:QX1410.1343.5
0_26359: transcript:QX1410.1344.1
0_26360: transcript:QX1410.1344.2
0_26361: transcript:QX1410.1345.1
0_26362: transcript:QX1410.1345.2
0_26363: transcript:QX1410.1346.1
0_26364: transcript:QX1410.1347.1
0_26365: transcript:QX1410.1348.1
0_26366: transcript:QX1410.1349.1
0_26367: transcript:QX1410.1349.2
0_26368: transcript:QX1410.1350.1
0_26369: transcript:QX1410.1349.3
0_26370: transcript:QX1410.1349.4
0_26371: transcript:QX1410.1351.1
0_26372: transcript:QX1410.1352.1
0_26373: transcript:QX1410.1353.1
0_26374: transcript:QX1410.1354.1
0_26375: transcript:QX1410.1355.1
0_26376: transcript:QX1410.1356.1
0_26377: transcript:QX1410.1357.1
0_26378: transcript:QX1410.1358.1
0_26379: transcript:QX1410.1358.2
0_26380: transcript:QX1410.1358.3
0_26381: transcript:QX1410.1358.4
0_26382: transcript:QX1410.1358.5
0_26383: transcript:QX1410.1359.1
0_26384: transcript:QX1410.1360.1
0_26385: transcript:QX1410.1361.1
0_26386: transcript:QX1410.1362.1
0_26387: transcript:QX1410.1363.1
0_26388: transcript:QX1410.1363.2
0_26389: transcript:QX1410.1364.1
0_26390: transcript:QX1410.1365.1
0_26391: transcript:QX1410.1366.1
0_26392: transcript:QX1410.1366.2
0_26393: transcript:QX1410.1367.1
0_26394: transcript:QX1410.1368.1
0_26395: transcript:QX1410.1369.1
0_26396: transcript:QX1410.1369.2
0_26397: transcript:QX1410.1369.3
0_26398: transcript:QX1410.1369.4
0_26399: transcript:QX1410.1369.5
0_26400: transcript:QX1410.1370.1
0_26401: transcript:QX1410.1371.1
0_26402: transcript:QX1410.1371.2
0_26403: transcript:QX1410.1372.1
0_26404: transcript:QX1410.1372.2
0_26405: transcript:QX1410.1373.1
0_26406: transcript:QX1410.1374.1
0_26407: transcript:QX1410.1375.1
0_26408: transcript:QX1410.1376.1
0_26409: transcript:QX1410.1377.1
0_26410: transcript:QX1410.1378.1
0_26411: transcript:QX1410.1379.1
0_26412: transcript:QX1410.1379.2
0_26413: transcript:QX1410.1380.1
0_26414: transcript:QX1410.1381.1
0_26415: transcript:QX1410.1382.1
0_26416: transcript:QX1410.1382.2
0_26417: transcript:QX1410.1383.1
0_26418: transcript:QX1410.1384.1
0_26419: transcript:QX1410.1385.1
0_26420: transcript:QX1410.1386.1
0_26421: transcript:QX1410.1387.1
0_26422: transcript:QX1410.1387.2
0_26423: transcript:QX1410.1388.1
0_26424: transcript:QX1410.1389.1
0_26425: transcript:QX1410.1389.2
0_26426: transcript:QX1410.1390.1
0_26427: transcript:QX1410.1390.2
0_26428: transcript:QX1410.1390.3
0_26429: transcript:QX1410.1391.1
0_26430: transcript:QX1410.1392.1
0_26431: transcript:QX1410.1393.1
0_26432: transcript:QX1410.1393.2
0_26433: transcript:QX1410.1393.3
0_26434: transcript:QX1410.1394.1
0_26435: transcript:QX1410.1395.1
0_26436: transcript:QX1410.1395.2
0_26437: transcript:QX1410.1396.1
0_26438: transcript:QX1410.1396.2
0_26439: transcript:QX1410.1397.1
0_26440: transcript:QX1410.1398.1
0_26441: transcript:QX1410.1399.1
0_26442: transcript:QX1410.1400.1
0_26443: transcript:QX1410.1400.2
0_26444: transcript:QX1410.1400.3
0_26445: transcript:QX1410.1400.4
0_26446: transcript:QX1410.1400.5
0_26447: transcript:QX1410.1401.1
0_26448: transcript:QX1410.1401.2
0_26449: transcript:QX1410.1401.3
0_26450: transcript:QX1410.1401.4
0_26451: transcript:QX1410.1402.1
0_26452: transcript:QX1410.1403.1
0_26453: transcript:QX1410.1403.2
0_26454: transcript:QX1410.1403.3
0_26455: transcript:QX1410.1404.1
0_26456: transcript:QX1410.1405.1
0_26457: transcript:QX1410.1405.2
0_26458: transcript:QX1410.1406.1
0_26459: transcript:QX1410.1407.1
0_26460: transcript:QX1410.1408.1
0_26461: transcript:QX1410.1408.2
0_26462: transcript:QX1410.1409.1
0_26463: transcript:QX1410.1408.3
0_26464: transcript:QX1410.1410.1
0_26465: transcript:QX1410.1411.1
0_26466: transcript:QX1410.1411.2
0_26467: transcript:QX1410.1412.1
0_26468: transcript:QX1410.1413.1
0_26469: transcript:QX1410.1414.1
0_26470: transcript:QX1410.1415.1
0_26471: transcript:QX1410.1416.1
0_26472: transcript:QX1410.1417.1
0_26473: transcript:QX1410.1417.2
0_26474: transcript:QX1410.1418.1
0_26475: transcript:QX1410.1418.2
0_26476: transcript:QX1410.1418.3
0_26477: transcript:QX1410.1419.1
0_26478: transcript:QX1410.1419.2
0_26479: transcript:QX1410.1419.3
0_26480: transcript:QX1410.1420.1
0_26481: transcript:QX1410.1420.2
0_26482: transcript:QX1410.1420.3
0_26483: transcript:QX1410.1421.1
0_26484: transcript:QX1410.1422.1
0_26485: transcript:QX1410.1422.2
0_26486: transcript:QX1410.1421.2
0_26487: transcript:QX1410.1423.1
0_26488: transcript:QX1410.1424.1
0_26489: transcript:QX1410.1424.2
0_26490: transcript:QX1410.1424.3
0_26491: transcript:QX1410.1424.4
0_26492: transcript:QX1410.1424.5
0_26493: transcript:QX1410.1425.1
0_26494: transcript:QX1410.1426.1
0_26495: transcript:QX1410.1426.2
0_26496: transcript:QX1410.1426.3
0_26497: transcript:QX1410.1427.1
0_26498: transcript:QX1410.1428.1
0_26499: transcript:QX1410.1427.2
0_26500: transcript:QX1410.1428.2
0_26501: transcript:QX1410.1428.3
0_26502: transcript:QX1410.1429.1
0_26503: transcript:QX1410.1430.1
0_26504: transcript:QX1410.1431.1
0_26505: transcript:QX1410.1432.1
0_26506: transcript:QX1410.1433.1
0_26507: transcript:QX1410.1434.1
0_26508: transcript:QX1410.1434.2
0_26509: transcript:QX1410.1434.3
0_26510: transcript:QX1410.1435.1
0_26511: transcript:QX1410.1436.1
0_26512: transcript:QX1410.1436.2
0_26513: transcript:QX1410.1437.1
0_26514: transcript:QX1410.1438.1
0_26515: transcript:QX1410.1438.2
0_26516: transcript:QX1410.1439.1
0_26517: transcript:QX1410.1439.2
0_26518: transcript:QX1410.1439.3
0_26519: transcript:QX1410.1439.4
0_26520: transcript:QX1410.1440.1
0_26521: transcript:QX1410.1441.1
0_26522: transcript:QX1410.1441.2
0_26523: transcript:QX1410.1441.3
0_26524: transcript:QX1410.1441.4
0_26525: transcript:QX1410.1441.5
0_26526: transcript:QX1410.1442.1
0_26527: transcript:QX1410.1443.1
0_26528: transcript:QX1410.1444.1
0_26529: transcript:QX1410.1445.1
0_26530: transcript:QX1410.1444.2
0_26531: transcript:QX1410.1446.1
0_26532: transcript:QX1410.1445.2
0_26533: transcript:QX1410.1447.1
0_26534: transcript:QX1410.1448.1
0_26535: transcript:QX1410.1449.1
0_26536: transcript:QX1410.1450.1
0_26537: transcript:QX1410.1450.2
0_26538: transcript:QX1410.1450.3
0_26539: transcript:QX1410.1451.1
0_26540: transcript:QX1410.1451.2
0_26541: transcript:QX1410.1451.3
0_26542: transcript:QX1410.1452.1
0_26543: transcript:QX1410.1452.2
0_26544: transcript:QX1410.1452.3
0_26545: transcript:QX1410.1453.1
0_26546: transcript:QX1410.1453.2
0_26547: transcript:QX1410.1454.1
0_26548: transcript:QX1410.1454.2
0_26549: transcript:QX1410.1455.1
0_26550: transcript:QX1410.1455.2
0_26551: transcript:QX1410.1455.3
0_26552: transcript:QX1410.1456.1
0_26553: transcript:QX1410.1456.2
0_26554: transcript:QX1410.1456.3
0_26555: transcript:QX1410.1457.1
0_26556: transcript:QX1410.1457.2
0_26557: transcript:QX1410.1457.3
0_26558: transcript:QX1410.1458.1
0_26559: transcript:QX1410.1459.1
0_26560: transcript:QX1410.1460.1
0_26561: transcript:QX1410.1460.2
0_26562: transcript:QX1410.1461.1
0_26563: transcript:QX1410.1462.1
0_26564: transcript:QX1410.1463.1
0_26565: transcript:QX1410.1464.1
0_26566: transcript:QX1410.1465.1
0_26567: transcript:QX1410.1466.1
0_26568: transcript:QX1410.1466.2
0_26569: transcript:QX1410.1467.1
0_26570: transcript:QX1410.1468.1
0_26571: transcript:QX1410.1469.1
0_26572: transcript:QX1410.1470.1
0_26573: transcript:QX1410.1471.1
0_26574: transcript:QX1410.1471.2
0_26575: transcript:QX1410.1471.3
0_26576: transcript:QX1410.1472.1
0_26577: transcript:QX1410.1473.1
0_26578: transcript:QX1410.1474.1
0_26579: transcript:QX1410.1474.2
0_26580: transcript:QX1410.1475.1
0_26581: transcript:QX1410.1475.2
0_26582: transcript:QX1410.1476.1
0_26583: transcript:QX1410.1477.1
0_26584: transcript:QX1410.1477.2
0_26585: transcript:QX1410.1478.1
0_26586: transcript:QX1410.1479.1
0_26587: transcript:QX1410.1480.1
0_26588: transcript:QX1410.1480.2
0_26589: transcript:QX1410.1481.1
0_26590: transcript:QX1410.1481.2
0_26591: transcript:QX1410.1482.1
0_26592: transcript:QX1410.1482.2
0_26593: transcript:QX1410.1482.3
0_26594: transcript:QX1410.1482.4
0_26595: transcript:QX1410.1482.5
0_26596: transcript:QX1410.1482.6
0_26597: transcript:QX1410.1483.1
0_26598: transcript:QX1410.1483.2
0_26599: transcript:QX1410.1482.7
0_26600: transcript:QX1410.1482.8
0_26601: transcript:QX1410.1484.1
0_26602: transcript:QX1410.1485.1
0_26603: transcript:QX1410.1485.2
0_26604: transcript:QX1410.1486.1
0_26605: transcript:QX1410.1487.1
0_26606: transcript:QX1410.1488.1
0_26607: transcript:QX1410.1489.1
0_26608: transcript:QX1410.1489.2
0_26609: transcript:QX1410.1489.3
0_26610: transcript:QX1410.1490.1
0_26611: transcript:QX1410.1490.2
0_26612: transcript:QX1410.1491.1
0_26613: transcript:QX1410.1492.1
0_26614: transcript:QX1410.1492.2
0_26615: transcript:QX1410.1493.1
0_26616: transcript:QX1410.1494.1
0_26617: transcript:QX1410.1494.2
0_26618: transcript:QX1410.1495.1
0_26619: transcript:QX1410.1495.2
0_26620: transcript:QX1410.1496.1
0_26621: transcript:QX1410.1497.1
0_26622: transcript:QX1410.1498.1
0_26623: transcript:QX1410.1498.2
0_26624: transcript:QX1410.1498.3
0_26625: transcript:QX1410.1499.1
0_26626: transcript:QX1410.1500.1
0_26627: transcript:QX1410.1500.2
0_26628: transcript:QX1410.1501.1
0_26629: transcript:QX1410.1502.1
0_26630: transcript:QX1410.1503.1
0_26631: transcript:QX1410.1503.2
0_26632: transcript:QX1410.1504.1
0_26633: transcript:QX1410.1504.2
0_26634: transcript:QX1410.1504.3
0_26635: transcript:QX1410.1504.4
0_26636: transcript:QX1410.1504.5
0_26637: transcript:QX1410.1505.1
0_26638: transcript:QX1410.1505.2
0_26639: transcript:QX1410.1505.3
0_26640: transcript:QX1410.1506.1
0_26641: transcript:QX1410.1507.1
0_26642: transcript:QX1410.1508.1
0_26643: transcript:QX1410.1509.1
0_26644: transcript:QX1410.1510.1
0_26645: transcript:QX1410.1510.2
0_26646: transcript:QX1410.1511.1
0_26647: transcript:QX1410.1512.1
0_26648: transcript:QX1410.1513.1
0_26649: transcript:QX1410.1513.2
0_26650: transcript:QX1410.1514.1
0_26651: transcript:QX1410.1514.2
0_26652: transcript:QX1410.1515.1
0_26653: transcript:QX1410.1516.1
0_26654: transcript:QX1410.1516.2
0_26655: transcript:QX1410.1516.3
0_26656: transcript:QX1410.1517.1
0_26657: transcript:QX1410.1517.2
0_26658: transcript:QX1410.1517.3
0_26659: transcript:QX1410.1517.4
0_26660: transcript:QX1410.1517.5
0_26661: transcript:QX1410.1517.6
0_26662: transcript:QX1410.1517.7
0_26663: transcript:QX1410.1517.8
0_26664: transcript:QX1410.1517.10
0_26665: transcript:QX1410.1517.11
0_26666: transcript:QX1410.1517.9
0_26667: transcript:QX1410.1517.12
0_26668: transcript:QX1410.1518.1
0_26669: transcript:QX1410.1519.1
0_26670: transcript:QX1410.1519.2
0_26671: transcript:QX1410.1519.3
0_26672: transcript:QX1410.1519.4
0_26673: transcript:QX1410.1520.1
0_26674: transcript:QX1410.1521.1
0_26675: transcript:QX1410.1521.2
0_26676: transcript:QX1410.1521.3
0_26677: transcript:QX1410.1522.1
0_26678: transcript:QX1410.1522.2
0_26679: transcript:QX1410.1522.3
0_26680: transcript:QX1410.1522.4
0_26681: transcript:QX1410.1523.1
0_26682: transcript:QX1410.1523.2
0_26683: transcript:QX1410.1524.1
0_26684: transcript:QX1410.1525.1
0_26685: transcript:QX1410.1525.2
0_26686: transcript:QX1410.1526.1
0_26687: transcript:QX1410.1526.2
0_26688: transcript:QX1410.1527.1
0_26689: transcript:QX1410.1528.1
0_26690: transcript:QX1410.1528.2
0_26691: transcript:QX1410.1529.1
0_26692: transcript:QX1410.1529.2
0_26693: transcript:QX1410.1529.3
0_26694: transcript:QX1410.1530.1
0_26695: transcript:QX1410.1530.2
0_26696: transcript:QX1410.1531.1
0_26697: transcript:QX1410.1532.1
0_26698: transcript:QX1410.1533.1
0_26699: transcript:QX1410.1533.2
0_26700: transcript:QX1410.1534.1
0_26701: transcript:QX1410.1534.2
0_26702: transcript:QX1410.1535.1
0_26703: transcript:QX1410.1535.2
0_26704: transcript:QX1410.1536.1
0_26705: transcript:QX1410.1536.2
0_26706: transcript:QX1410.1536.3
0_26707: transcript:QX1410.1536.4
0_26708: transcript:QX1410.1537.1
0_26709: transcript:QX1410.1538.1
0_26710: transcript:QX1410.1539.1
0_26711: transcript:QX1410.1540.1
0_26712: transcript:QX1410.1541.1
0_26713: transcript:QX1410.1542.1
0_26714: transcript:QX1410.1543.1
0_26715: transcript:QX1410.1544.1
0_26716: transcript:QX1410.1544.2
0_26717: transcript:QX1410.1544.3
0_26718: transcript:QX1410.1545.1
0_26719: transcript:QX1410.1546.1
0_26720: transcript:QX1410.1547.1
0_26721: transcript:QX1410.1547.2
0_26722: transcript:QX1410.1547.3
0_26723: transcript:QX1410.1547.4
0_26724: transcript:QX1410.1548.1
0_26725: transcript:QX1410.1548.2
0_26726: transcript:QX1410.1549.1
0_26727: transcript:QX1410.1549.2
0_26728: transcript:QX1410.1550.1
0_26729: transcript:QX1410.1551.1
0_26730: transcript:QX1410.1551.2
0_26731: transcript:QX1410.1552.1
0_26732: transcript:QX1410.1553.1
0_26733: transcript:QX1410.1554.1
0_26734: transcript:QX1410.1554.2
0_26735: transcript:QX1410.1555.1
0_26736: transcript:QX1410.1556.1
0_26737: transcript:QX1410.1556.2
0_26738: transcript:QX1410.1557.1
0_26739: transcript:QX1410.1557.2
0_26740: transcript:QX1410.1557.3
0_26741: transcript:QX1410.1557.4
0_26742: transcript:QX1410.1557.5
0_26743: transcript:QX1410.1557.6
0_26744: transcript:QX1410.1557.7
0_26745: transcript:QX1410.1558.1
0_26746: transcript:QX1410.1558.2
0_26747: transcript:QX1410.1559.1
0_26748: transcript:QX1410.1560.1
0_26749: transcript:QX1410.1561.1
0_26750: transcript:QX1410.1561.2
0_26751: transcript:QX1410.1562.1
0_26752: transcript:QX1410.1561.3
0_26753: transcript:QX1410.1563.1
0_26754: transcript:QX1410.1564.1
0_26755: transcript:QX1410.1565.1
0_26756: transcript:QX1410.1565.2
0_26757: transcript:QX1410.1566.1
0_26758: transcript:QX1410.1566.2
0_26759: transcript:QX1410.1566.3
0_26760: transcript:QX1410.1566.4
0_26761: transcript:QX1410.1566.5
0_26762: transcript:QX1410.1566.6
0_26763: transcript:QX1410.1567.1
0_26764: transcript:QX1410.1567.2
0_26765: transcript:QX1410.1567.3
0_26766: transcript:QX1410.1568.1
0_26767: transcript:QX1410.1569.1
0_26768: transcript:QX1410.1570.1
0_26769: transcript:QX1410.1570.2
0_26770: transcript:QX1410.1570.3
0_26771: transcript:QX1410.1570.4
0_26772: transcript:QX1410.1570.5
0_26773: transcript:QX1410.1571.1
0_26774: transcript:QX1410.1571.2
0_26775: transcript:QX1410.1572.1
0_26776: transcript:QX1410.1573.1
0_26777: transcript:QX1410.1574.1
0_26778: transcript:QX1410.1575.1
0_26779: transcript:QX1410.1576.1
0_26780: transcript:QX1410.1577.1
0_26781: transcript:QX1410.1578.1
0_26782: transcript:QX1410.1579.1
0_26783: transcript:QX1410.1580.1
0_26784: transcript:QX1410.1581.1
0_26785: transcript:QX1410.1582.1
0_26786: transcript:QX1410.1583.1
0_26787: transcript:QX1410.1583.2
0_26788: transcript:QX1410.1583.3
0_26789: transcript:QX1410.1584.1
0_26790: transcript:QX1410.1584.2
0_26791: transcript:QX1410.1584.3
0_26792: transcript:QX1410.1585.1
0_26793: transcript:QX1410.1585.2
0_26794: transcript:QX1410.1586.1
0_26795: transcript:QX1410.1586.2
0_26796: transcript:QX1410.1587.1
0_26797: transcript:QX1410.1588.1
0_26798: transcript:QX1410.1588.2
0_26799: transcript:QX1410.1588.3
0_26800: transcript:QX1410.1588.4
0_26801: transcript:QX1410.1589.1
0_26802: transcript:QX1410.1589.2
0_26803: transcript:QX1410.1589.3
0_26804: transcript:QX1410.1590.1
0_26805: transcript:QX1410.1591.1
0_26806: transcript:QX1410.1591.2
0_26807: transcript:QX1410.1592.1
0_26808: transcript:QX1410.1592.2
0_26809: transcript:QX1410.1592.3
0_26810: transcript:QX1410.1593.1
0_26811: transcript:QX1410.1593.2
0_26812: transcript:QX1410.1594.1
0_26813: transcript:QX1410.1595.1
0_26814: transcript:QX1410.1595.2
0_26815: transcript:QX1410.1596.1
0_26816: transcript:QX1410.1597.1
0_26817: transcript:QX1410.1598.1
0_26818: transcript:QX1410.1599.1
0_26819: transcript:QX1410.1600.1
0_26820: transcript:QX1410.1600.2
0_26821: transcript:QX1410.1600.3
0_26822: transcript:QX1410.1601.1
0_26823: transcript:QX1410.1602.1
0_26824: transcript:QX1410.1603.1
0_26825: transcript:QX1410.1603.2
0_26826: transcript:QX1410.1604.1
0_26827: transcript:QX1410.1605.1
0_26828: transcript:QX1410.1606.1
0_26829: transcript:QX1410.1606.2
0_26830: transcript:QX1410.1607.1
0_26831: transcript:QX1410.1607.2
0_26832: transcript:QX1410.1608.1
0_26833: transcript:QX1410.1608.2
0_26834: transcript:QX1410.1608.3
0_26835: transcript:QX1410.1609.1
0_26836: transcript:QX1410.1609.2
0_26837: transcript:QX1410.1609.3
0_26838: transcript:QX1410.1610.1
0_26839: transcript:QX1410.1611.1
0_26840: transcript:QX1410.1612.1
0_26841: transcript:QX1410.1613.1
0_26842: transcript:QX1410.1614.1
0_26843: transcript:QX1410.1614.2
0_26844: transcript:QX1410.1615.1
0_26845: transcript:QX1410.1615.2
0_26846: transcript:QX1410.1615.3
0_26847: transcript:QX1410.1615.4
0_26848: transcript:QX1410.1615.5
0_26849: transcript:QX1410.1615.6
0_26850: transcript:QX1410.1616.1
0_26851: transcript:QX1410.1615.7
0_26852: transcript:QX1410.1615.8
0_26853: transcript:QX1410.1617.1
0_26854: transcript:QX1410.1618.1
0_26855: transcript:QX1410.1619.1
0_26856: transcript:QX1410.1620.1
0_26857: transcript:QX1410.1620.2
0_26858: transcript:QX1410.1621.1
0_26859: transcript:QX1410.1621.2
0_26860: transcript:QX1410.1621.3
0_26861: transcript:QX1410.1621.4
0_26862: transcript:QX1410.1621.5
0_26863: transcript:QX1410.1622.1
0_26864: transcript:QX1410.1623.1
0_26865: transcript:QX1410.1624.1
0_26866: transcript:QX1410.1624.2
0_26867: transcript:QX1410.1625.1
0_26868: transcript:QX1410.1625.2
0_26869: transcript:QX1410.1626.1
0_26870: transcript:QX1410.1627.1
0_26871: transcript:QX1410.1627.2
0_26872: transcript:QX1410.1628.1
0_26873: transcript:QX1410.1629.1
0_26874: transcript:QX1410.1630.1
0_26875: transcript:QX1410.1631.1
0_26876: transcript:QX1410.1632.1
0_26877: transcript:QX1410.1633.1
0_26878: transcript:QX1410.1634.1
0_26879: transcript:QX1410.1635.1
0_26880: transcript:QX1410.1635.2
0_26881: transcript:QX1410.1635.3
