0_0: transcript:chrIII_pilon.g6684
0_45502: Transcript:VC2010_MAPPED_Y40H4A.1b.1
0_45503: transcript:chrV_pilon.g16562.1
0_45504: transcript:chrV_pilon.g16562.2
0_45505: Transcript:VC2010_MAPPED_Y40H4A.2.1
0_45506: transcript:chrV_pilon.g16563
0_45507: Transcript:VC2010_MAPPED_R11H6.1.1
0_45508: transcript:chrV_pilon.g16564
0_45509: transcript:chrV_pilon.g16565.2
0_45510: Transcript:VC2010_MAPPED_R11H6.2.1
0_45511: transcript:chrV_pilon.g16565.1
0_45512: Transcript:VC2010_MAPPED_R11H6.3c.1
0_45513: Transcript:VC2010_MAPPED_R11H6.3a.1
0_45514: Transcript:VC2010_MAPPED_R11H6.3b.1
0_45515: transcript:chrV_pilon.g16566.1
0_45516: transcript:chrV_pilon.g16566.2
0_45517: transcript:chrV_pilon.g16566.3
0_45518: transcript:chrV_pilon.g16567
0_45519: transcript:chrV_pilon.g16568
0_45520: Transcript:VC2010_MAPPED_R11H6.4a.1
0_45521: Transcript:VC2010_MAPPED_R11H6.4c.1
0_45522: transcript:chrV_pilon.g16569.1
0_45523: transcript:chrV_pilon.g16569.2
0_45524: Transcript:VC2010_MAPPED_R11H6.4b.1
0_45525: Transcript:VC2010_MAPPED_R11H6.5.1
0_45526: transcript:chrV_pilon.g16570
0_45527: Transcript:VC2010_MAPPED_F43D2.1.1
0_45528: transcript:chrV_pilon.g16571
0_45529: Transcript:VC2010_MAPPED_F43D2.4a.1
0_45530: transcript:chrV_pilon.g16572.1
0_45531: transcript:chrV_pilon.g16573
0_45532: Transcript:VC2010_MAPPED_F43D2.4b.1
0_45533: transcript:chrV_pilon.g16572.2
0_45534: transcript:chrV_pilon.g16574
0_45535: Transcript:VC2010_MAPPED_F43D2.6.1
0_45536: Transcript:VC2010_MAPPED_F43D2.3.1
0_45537: transcript:chrV_pilon.g16575
0_45538: transcript:chrV_pilon.g16576
0_45539: transcript:chrV_pilon.g16577.2
0_45540: transcript:chrV_pilon.g16577.1
0_45541: transcript:chrV_pilon.g16578.1
0_45542: transcript:chrV_pilon.g16578.2
0_45543: transcript:chrV_pilon.g16578.3
0_45544: transcript:chrV_pilon.g16578.4
0_45545: Transcript:VC2010_MAPPED_F43D2.7a.1
0_45546: Transcript:VC2010_MAPPED_F43D2.7b.1
0_45547: Transcript:VC2010_MAPPED_C54G10.1.1
0_45548: transcript:chrV_pilon.g16579
0_45549: Transcript:VC2010_MAPPED_C54G10.2a.1
0_45550: transcript:chrV_pilon.g16580
0_45551: Transcript:VC2010_MAPPED_C54G10.3b.1
0_45552: transcript:chrV_pilon.g16581
0_45553: Transcript:VC2010_MAPPED_C54G10.3a.1
0_45554: Transcript:VC2010_MAPPED_C54G10.4b.1
0_45555: Transcript:VC2010_MAPPED_C54G10.4c.1
0_45556: transcript:chrV_pilon.g16582.2
0_45557: transcript:chrV_pilon.g16582.3
0_45558: Transcript:VC2010_MAPPED_C54G10.4a.1
0_45559: transcript:chrV_pilon.g16582.1
0_45560: Transcript:VC2010_MAPPED_C47E8.2.1
0_45561: transcript:chrV_pilon.g16583
0_45562: Transcript:VC2010_MAPPED_C47E8.9a.1
0_45563: Transcript:VC2010_MAPPED_C47E8.9b.1
0_45564: transcript:chrV_pilon.g16584
0_45565: Transcript:VC2010_MAPPED_C47E8.1.1
0_45566: transcript:chrV_pilon.g16585
0_45567: transcript:chrV_pilon.g16586.2
0_45568: transcript:chrV_pilon.g16586.1
0_45569: transcript:chrV_pilon.g16586.3
0_45570: Transcript:VC2010_MAPPED_C47E8.3.1
0_45571: transcript:chrV_pilon.g16587
0_45572: Transcript:VC2010_MAPPED_C47E8.4c.1
0_45573: Transcript:VC2010_MAPPED_C47E8.4b.1
0_45574: Transcript:VC2010_MAPPED_C47E8.4a.1
0_45575: transcript:chrV_pilon.g16588
0_45576: Transcript:VC2010_MAPPED_C47E8.5.1
0_45577: transcript:chrV_pilon.g16589
0_45578: Transcript:VC2010_MAPPED_C47E8.11.1
0_45579: transcript:chrV_pilon.g16590
0_45580: Transcript:VC2010_MAPPED_C47E8.6.1
0_45581: transcript:chrV_pilon.g16591
0_45582: Transcript:VC2010_MAPPED_C47E8.7.1
0_45583: transcript:chrV_pilon.g16592
0_45584: transcript:chrV_pilon.g16593
0_45585: Transcript:VC2010_MAPPED_C47E8.8a.1
0_45586: Transcript:VC2010_MAPPED_C47E8.8d.1
0_45587: transcript:chrV_pilon.g16594.1
0_45588: transcript:chrV_pilon.g16594.2
0_45589: Transcript:VC2010_MAPPED_C47E8.8b.1
0_45590: Transcript:VC2010_MAPPED_C47E8.8c.1
0_45591: Transcript:VC2010_MAPPED_R08A2.9.1
0_45592: Transcript:VC2010_MAPPED_R08A2.3.1
0_45593: transcript:chrV_pilon.g16595
0_45594: Transcript:VC2010_MAPPED_R08A2.5a.1
0_45595: Transcript:VC2010_MAPPED_R08A2.5b.1
0_45596: transcript:chrV_pilon.g16596.1
0_45597: transcript:chrV_pilon.g16596.2
0_45598: transcript:chrV_pilon.g16597.2
0_45599: Transcript:VC2010_MAPPED_R08A2.2.1
0_45600: transcript:chrV_pilon.g16597.1
0_45601: Transcript:VC2010_MAPPED_R08A2.4.1
0_45602: transcript:chrV_pilon.g16598
0_45603: Transcript:VC2010_MAPPED_R08A2.1.1
0_45604: transcript:chrV_pilon.g16599
0_45605: Transcript:VC2010_MAPPED_R08A2.7.1
0_45606: transcript:chrV_pilon.g16600
0_45607: Transcript:VC2010_MAPPED_Y50E8A.1.1
0_45608: transcript:chrV_pilon.g16601
0_45609: Transcript:VC2010_MAPPED_Y50E8A.2.1
0_45610: transcript:chrV_pilon.g16602
0_45611: Transcript:VC2010_MAPPED_Y50E8A.3.1
0_45612: transcript:chrV_pilon.g16603
0_45613: Transcript:VC2010_MAPPED_Y50E8A.4b.1
0_45614: Transcript:VC2010_MAPPED_Y50E8A.4c.1
0_45615: transcript:chrV_pilon.g16604.2
0_45616: transcript:chrV_pilon.g16604.3
0_45617: Transcript:VC2010_MAPPED_Y50E8A.4a.1
0_45618: transcript:chrV_pilon.g16604.1
0_45619: Transcript:VC2010_MAPPED_Y50E8A.5.1
0_45620: transcript:chrV_pilon.g16605
0_45621: Transcript:VC2010_MAPPED_Y50E8A.6.1
0_45622: transcript:chrV_pilon.g16606
0_45623: Transcript:VC2010_MAPPED_Y50E8A.7.1
0_45624: transcript:chrV_pilon.g16607
0_45625: Transcript:VC2010_MAPPED_Y50E8A.22.1
0_45626: Transcript:VC2010_MAPPED_Y50E8A.17.1
0_45627: transcript:chrV_pilon.g16608
0_45628: transcript:chrV_pilon.g16609
0_45629: transcript:chrV_pilon.g16610
0_45630: transcript:chrV_pilon.g16611.1
0_45631: transcript:chrV_pilon.g16611.2
0_45632: transcript:chrV_pilon.g16611.3
0_45633: transcript:chrV_pilon.g16612
0_45634: transcript:chrV_pilon.g16613
0_45635: Transcript:VC2010_MAPPED_Y50E8A.16.1
0_45636: transcript:chrV_pilon.g16614
0_45637: transcript:chrV_pilon.g16615.2
0_45638: Transcript:VC2010_MAPPED_Y50E8A.9a.1
0_45639: transcript:chrV_pilon.g16615.1
0_45640: transcript:chrV_pilon.g16615.3
0_45641: Transcript:VC2010_MAPPED_Y50E8A.9c.1
0_45642: Transcript:VC2010_MAPPED_Y50E8A.9b.1
0_45643: Transcript:VC2010_MAPPED_Y50E8A.10.1
0_45644: transcript:chrV_pilon.g16616
0_45645: transcript:chrV_pilon.g16617.2
0_45646: Transcript:VC2010_MAPPED_Y50E8A.11.1
0_45647: transcript:chrV_pilon.g16617.1
0_45648: Transcript:VC2010_MAPPED_Y50E8A.12b.1
0_45649: Transcript:VC2010_MAPPED_Y50E8A.12a.1
0_45650: transcript:chrV_pilon.g16618
0_45651: Transcript:VC2010_MAPPED_Y50E8A.12c.1
0_45652: Transcript:VC2010_MAPPED_C48G7.3h.1
0_45653: Transcript:VC2010_MAPPED_C48G7.3d.1
0_45654: Transcript:VC2010_MAPPED_C48G7.3j.1
0_45655: Transcript:VC2010_MAPPED_C48G7.3l.1
0_45656: Transcript:VC2010_MAPPED_C48G7.3k.1
0_45657: Transcript:VC2010_MAPPED_C48G7.3i.1
0_45658: Transcript:VC2010_MAPPED_C48G7.3g.1
0_45659: Transcript:VC2010_MAPPED_C48G7.3f.1
0_45660: Transcript:VC2010_MAPPED_C48G7.3a.1
0_45661: transcript:chrV_pilon.g16619
0_45662: Transcript:VC2010_MAPPED_W06A7.2a.1
0_45663: transcript:chrV_pilon.g16620
0_45664: Transcript:VC2010_MAPPED_W06A7.2b.1
0_45665: Transcript:VC2010_MAPPED_W06A7.4a.1
0_45666: transcript:chrV_pilon.g16621
0_45667: Transcript:VC2010_MAPPED_W06A7.5.1
0_45668: Transcript:VC2010_MAPPED_W06A7.4b.1
0_45669: Transcript:VC2010_MAPPED_W06A7.3e.1
0_45670: Transcript:VC2010_MAPPED_W06A7.3b.1
0_45671: transcript:chrV_pilon.g16622.1
0_45672: Transcript:VC2010_MAPPED_W06A7.3a.1
0_45673: Transcript:VC2010_MAPPED_W06A7.3g.1
0_45674: Transcript:VC2010_MAPPED_W06A7.3d.1
0_45675: Transcript:VC2010_MAPPED_W06A7.3c.1
0_45676: Transcript:VC2010_MAPPED_W06A7.3f.1
0_45677: transcript:chrV_pilon.g16622.2
0_45678: transcript:chrV_pilon.g16622.3
0_45679: Transcript:VC2010_MAPPED_ZC412.1b.1
0_45680: Transcript:VC2010_MAPPED_ZC412.1a.1
0_45681: transcript:chrV_pilon.g16623
0_45682: transcript:chrV_pilon.g16624
0_45683: Transcript:VC2010_MAPPED_ZC412.2.1
0_45684: transcript:chrV_pilon.g16625
0_45685: Transcript:VC2010_MAPPED_ZC412.3b.1
0_45686: transcript:chrV_pilon.g16626.1
0_45687: transcript:chrV_pilon.g16626.2
0_45688: Transcript:VC2010_MAPPED_ZC412.3a.1
0_45689: Transcript:VC2010_MAPPED_ZC412.5.1
0_45690: transcript:chrV_pilon.g16627
0_45691: Transcript:VC2010_MAPPED_ZC412.10.1
0_45692: transcript:chrV_pilon.g16628
0_45693: Transcript:VC2010_MAPPED_ZC412.6.1
0_45694: transcript:chrV_pilon.g16629
0_45695: Transcript:VC2010_MAPPED_ZC412.8.1
0_45696: transcript:chrV_pilon.g16630
0_45697: Transcript:VC2010_MAPPED_ZC412.7.1
0_45698: transcript:chrV_pilon.g16631.2
0_45699: transcript:chrV_pilon.g16631.1
0_45700: Transcript:VC2010_MAPPED_ZC412.9.1
0_45701: Transcript:VC2010_MAPPED_H12D21.14.1
0_45702: Transcript:VC2010_MAPPED_H12D21.15.1
0_45703: transcript:chrV_pilon.g16632
0_45704: Transcript:VC2010_MAPPED_H12D21.13.1
0_45705: Transcript:VC2010_MAPPED_H12D21.3.1
0_45706: transcript:chrV_pilon.g16633
0_45707: Transcript:VC2010_MAPPED_H12D21.1.1
0_45708: Transcript:VC2010_MAPPED_H12D21.2a.1
0_45709: transcript:chrV_pilon.g16634.1
0_45710: Transcript:VC2010_MAPPED_H12D21.2b.1
0_45711: transcript:chrV_pilon.g16634.2
0_45712: transcript:chrV_pilon.g16635
0_45713: Transcript:VC2010_MAPPED_CE.38.1
0_45714: transcript:chrV_pilon.g16636
0_45715: Transcript:VC2010_MAPPED_CE.40.1
0_45716: transcript:chrV_pilon.g16637.1
0_45717: transcript:chrV_pilon.g16637.2
0_45718: Transcript:VC2010_MAPPED_CE.39.1
0_45719: Transcript:VC2010_MAPPED_H12D21.12.1
0_45720: Transcript:VC2010_MAPPED_H12D21.4.1
0_45721: transcript:chrV_pilon.g16638.2
0_45722: transcript:chrV_pilon.g16638.1
0_45723: Transcript:VC2010_MAPPED_H12D21.5.1
0_45724: transcript:chrV_pilon.g16639
0_45725: Transcript:VC2010_MAPPED_H12D21.7b.1
0_45726: Transcript:VC2010_MAPPED_H12D21.7c.1
0_45727: transcript:chrV_pilon.g16640
0_45728: Transcript:VC2010_MAPPED_H12D21.7a.1
0_45729: Transcript:VC2010_MAPPED_H12D21.6.1
0_45730: transcript:chrV_pilon.g16641.1
0_45731: transcript:chrV_pilon.g16641.2
0_45732: Transcript:VC2010_MAPPED_H12D21.10a.1
0_45733: Transcript:VC2010_MAPPED_H12D21.9a.1
0_45734: Transcript:VC2010_MAPPED_H12D21.9b.1
0_45735: transcript:chrV_pilon.g16642.3
0_45736: transcript:chrV_pilon.g16642.2
0_45737: transcript:chrV_pilon.g16642.1
0_45738: transcript:chrV_pilon.g16643.3
0_45739: transcript:chrV_pilon.g16643.1
0_45740: transcript:chrV_pilon.g16643.2
0_45741: Transcript:VC2010_MAPPED_H12D21.10b.1
0_45742: Transcript:VC2010_MAPPED_H12D21.11.1
0_45743: transcript:chrV_pilon.g16644
0_45744: Transcript:VC2010_MAPPED_W09D12.1b.1
0_45745: Transcript:VC2010_MAPPED_W09D12.1a.1
0_45746: transcript:chrV_pilon.g16645
0_45747: Transcript:VC2010_MAPPED_W09D12.3.1
0_45748: transcript:chrV_pilon.g16646
0_45749: Transcript:VC2010_MAPPED_W09D12.2.1
0_45750: transcript:chrV_pilon.g16647.1
0_45751: transcript:chrV_pilon.g16647.3
0_45752: transcript:chrV_pilon.g16647.2
0_45753: Transcript:VC2010_MAPPED_C30G7.2a.1
0_45754: Transcript:VC2010_MAPPED_C30G7.2b.1
0_45755: transcript:chrV_pilon.g16648.1
0_45756: transcript:chrV_pilon.g16648.2
0_45757: Transcript:VC2010_MAPPED_C30G7.3.1
0_45758: transcript:chrV_pilon.g16649
0_45759: Transcript:VC2010_MAPPED_C30G7.4.1
0_45760: transcript:chrV_pilon.g16650
0_45761: Transcript:VC2010_MAPPED_C30G7.1.1
0_45762: transcript:chrV_pilon.g16651
0_45763: Transcript:VC2010_MAPPED_C30G7.5.1
0_45764: transcript:chrV_pilon.g16652
0_45765: Transcript:VC2010_MAPPED_F02D8.9.1
0_45766: transcript:chrV_pilon.g16653
0_45767: Transcript:VC2010_MAPPED_F02D8.5.1
0_45768: transcript:chrV_pilon.g16654
0_45769: Transcript:VC2010_MAPPED_F02D8.1.1
0_45770: Transcript:VC2010_MAPPED_F02D8.2.1
0_45771: transcript:chrV_pilon.g16655
0_45772: Transcript:VC2010_MAPPED_F02D8.3.1
0_45773: transcript:chrV_pilon.g16656.2
0_45774: transcript:chrV_pilon.g16656.3
0_45775: Transcript:VC2010_MAPPED_F02D8.4.1
0_45776: transcript:chrV_pilon.g16656.1
0_45777: Transcript:VC2010_MAPPED_T01C3.1.1
0_45778: transcript:chrV_pilon.g16657
0_45779: Transcript:VC2010_MAPPED_T01C3.2.1
0_45780: transcript:chrV_pilon.g16658
0_45781: Transcript:VC2010_MAPPED_T01C3.3.1
0_45782: transcript:chrV_pilon.g16659
0_45783: Transcript:VC2010_MAPPED_T01C3.4.1
0_45784: transcript:chrV_pilon.g16660
0_45785: Transcript:VC2010_MAPPED_T01C3.5.1
0_45786: transcript:chrV_pilon.g16661.2
0_45787: transcript:chrV_pilon.g16661.4
0_45788: transcript:chrV_pilon.g16661.3
0_45789: Transcript:VC2010_MAPPED_T01C3.11a.1
0_45790: transcript:chrV_pilon.g16661.1
0_45791: Transcript:VC2010_MAPPED_T01C3.11b.1
0_45792: Transcript:VC2010_MAPPED_T01C3.6.1
0_45793: transcript:chrV_pilon.g16662
0_45794: Transcript:VC2010_MAPPED_T01C3.7.1
0_45795: transcript:chrV_pilon.g16663
0_45796: Transcript:VC2010_MAPPED_T01C3.8a.1
0_45797: transcript:chrV_pilon.g16664
0_45798: Transcript:VC2010_MAPPED_T01C3.8b.1
0_45799: Transcript:VC2010_MAPPED_T01C3.9.1
0_45800: transcript:chrV_pilon.g16665
0_45801: Transcript:VC2010_MAPPED_T01C3.10b.1
0_45802: Transcript:VC2010_MAPPED_T01C3.10a.1
0_45803: transcript:chrV_pilon.g16666
0_45804: Transcript:VC2010_MAPPED_F14H8.1c.1
0_45805: Transcript:VC2010_MAPPED_F14H8.1b.1
0_45806: Transcript:VC2010_MAPPED_F14H8.1a.1
0_45807: transcript:chrV_pilon.g16667
0_45808: Transcript:VC2010_MAPPED_F14H8.2.1
0_45809: transcript:chrV_pilon.g16668
0_45810: Transcript:VC2010_MAPPED_F14H8.5.1
0_45811: transcript:chrV_pilon.g16669
0_45812: transcript:chrV_pilon.g16670
0_45813: Transcript:VC2010_MAPPED_F14H8.4.1
0_45814: transcript:chrV_pilon.g16671
0_45815: Transcript:VC2010_MAPPED_F14H8.6b.1
0_45816: transcript:chrV_pilon.g16672
0_45817: Transcript:VC2010_MAPPED_F14H8.8.1
0_45818: transcript:chrV_pilon.g16673
0_45819: transcript:chrV_pilon.g16674.2
0_45820: transcript:chrV_pilon.g16674.3
0_45821: transcript:chrV_pilon.g16674.4
0_45822: transcript:chrV_pilon.g16674.1
0_45823: Transcript:VC2010_MAPPED_C25D7.1.1
0_45824: transcript:chrV_pilon.g16675
0_45825: transcript:chrV_pilon.g16676.1
0_45826: transcript:chrV_pilon.g16676.2
0_45827: Transcript:VC2010_MAPPED_C25D7.3.1
0_45828: transcript:chrV_pilon.g16677
0_45829: Transcript:VC2010_MAPPED_C25D7.4b.1
0_45830: Transcript:VC2010_MAPPED_C25D7.4a.1
0_45831: transcript:chrV_pilon.g16678
0_45832: Transcript:VC2010_MAPPED_C25D7.5.1
0_45833: transcript:chrV_pilon.g16679
0_45834: Transcript:VC2010_MAPPED_C25D7.16.1
0_45835: transcript:chrV_pilon.g16680
0_45836: Transcript:VC2010_MAPPED_C25D7.6.1
0_45837: transcript:chrV_pilon.g16681
0_45838: Transcript:VC2010_MAPPED_C25D7.15a.1
0_45839: transcript:chrV_pilon.g16682
0_45840: Transcript:VC2010_MAPPED_C25D7.15b.1
0_45841: Transcript:VC2010_MAPPED_C25D7.7.1
0_45842: transcript:chrV_pilon.g16683
0_45843: Transcript:VC2010_MAPPED_C25D7.9.1
0_45844: Transcript:VC2010_MAPPED_C25D7.8.1
0_45845: transcript:chrV_pilon.g16684
0_45846: Transcript:VC2010_MAPPED_C25D7.10.1
0_45847: transcript:chrV_pilon.g16685.2
0_45848: transcript:chrV_pilon.g16685.3
0_45849: transcript:chrV_pilon.g16685.1
0_45850: Transcript:VC2010_MAPPED_C01G10.12.1
0_45851: transcript:chrV_pilon.g16686
0_45852: transcript:chrV_pilon.g16687.1
0_45853: transcript:chrV_pilon.g16687.2
0_45854: Transcript:VC2010_MAPPED_C01G10.11b.1
0_45855: Transcript:VC2010_MAPPED_C01G10.11a.1
0_45856: Transcript:VC2010_MAPPED_C01G10.11f.1
0_45857: Transcript:VC2010_MAPPED_C01G10.11c.1
0_45858: Transcript:VC2010_MAPPED_C01G10.11d.1
0_45859: Transcript:VC2010_MAPPED_C01G10.11e.1
0_45860: Transcript:VC2010_MAPPED_C01G10.10a.1
0_45861: transcript:chrV_pilon.g16688
0_45862: Transcript:VC2010_MAPPED_C01G10.9.1
0_45863: transcript:chrV_pilon.g16689
0_45864: Transcript:VC2010_MAPPED_C01G10.8.1
0_45865: transcript:chrV_pilon.g16690
0_45866: Transcript:VC2010_MAPPED_C01G10.7.1
0_45867: transcript:chrV_pilon.g16691
0_45868: Transcript:VC2010_MAPPED_C01G10.15.1
0_45869: transcript:chrV_pilon.g16692
0_45870: Transcript:VC2010_MAPPED_C01G10.6.1
0_45871: transcript:chrV_pilon.g16693
0_45872: Transcript:VC2010_MAPPED_C01G10.18.1
0_45873: transcript:chrV_pilon.g16694
0_45874: Transcript:VC2010_MAPPED_C01G10.5.1
0_45875: transcript:chrV_pilon.g16695
0_45876: Transcript:VC2010_MAPPED_C01G10.4.1
0_45877: transcript:chrV_pilon.g16696.2
0_45878: transcript:chrV_pilon.g16696.3
0_45879: Transcript:VC2010_MAPPED_C01G10.17.1
0_45880: transcript:chrV_pilon.g16696.1
0_45881: Transcript:VC2010_MAPPED_C01G10.16.1
0_45882: transcript:chrV_pilon.g16697
0_45883: Transcript:VC2010_MAPPED_C01G10.3.1
0_45884: transcript:chrV_pilon.g16698
0_45885: Transcript:VC2010_MAPPED_C01G10.1.1
0_45886: transcript:chrV_pilon.g16699
0_45887: Transcript:VC2010_MAPPED_C01G10.14.1
0_45888: transcript:chrV_pilon.g16700
0_45889: Transcript:VC2010_MAPPED_Y75B12A.2.1
0_45890: transcript:chrV_pilon.g16701
0_45891: Transcript:VC2010_MAPPED_T01G5.7.1
0_45892: transcript:chrV_pilon.g16702
0_45893: Transcript:VC2010_MAPPED_T01G5.6.1
0_45894: Transcript:VC2010_MAPPED_T01G5.8.1
0_45895: transcript:chrV_pilon.g16703
0_45896: Transcript:VC2010_MAPPED_T01G5.1.1
0_45897: transcript:chrV_pilon.g16704
0_45898: Transcript:VC2010_MAPPED_T01G5.2.1
0_45899: transcript:chrV_pilon.g16705
0_45900: Transcript:VC2010_MAPPED_T01G5.3.1
0_45901: transcript:chrV_pilon.g16706
0_45902: transcript:chrV_pilon.g16707
0_45903: Transcript:VC2010_MAPPED_T01G5.4.1
0_45904: transcript:chrV_pilon.g16708.1
0_45905: transcript:chrV_pilon.g16708.2
0_45906: Transcript:VC2010_MAPPED_T01G5.5.1
0_45907: Transcript:VC2010_MAPPED_K08F9.2.1
0_45908: transcript:chrV_pilon.g16709
0_45909: Transcript:VC2010_MAPPED_K08F9.1a.1
0_45910: transcript:chrV_pilon.g16710
0_45911: Transcript:VC2010_MAPPED_K08F9.1b.1
0_45912: Transcript:VC2010_MAPPED_K08F9.3d.1
0_45913: Transcript:VC2010_MAPPED_K08F9.3c.1
0_45914: transcript:chrV_pilon.g16711
0_45915: Transcript:VC2010_MAPPED_K08F9.3b.1
0_45916: Transcript:VC2010_MAPPED_K08F9.3a.1
0_45917: transcript:chrV_pilon.g16712
0_45918: Transcript:VC2010_MAPPED_K08F9.4.1
0_45919: transcript:chrV_pilon.g16713
0_45920: Transcript:VC2010_MAPPED_T09F5.20a.1
0_45921: transcript:chrV_pilon.g16714.1
0_45922: Transcript:VC2010_MAPPED_T09F5.20b.1
0_45923: transcript:chrV_pilon.g16714.2
0_45924: Transcript:VC2010_MAPPED_T09F5.1.1
0_45925: transcript:chrV_pilon.g16715
0_45926: Transcript:VC2010_MAPPED_T09F5.2.1
0_45927: transcript:chrV_pilon.g16716
0_45928: Transcript:VC2010_MAPPED_T09F5.5.1
0_45929: transcript:chrV_pilon.g16717.1
0_45930: transcript:chrV_pilon.g16717.2
0_45931: Transcript:VC2010_MAPPED_T09F5.3.1
0_45932: transcript:chrV_pilon.g16718
0_45933: Transcript:VC2010_MAPPED_T09F5.16.1
0_45934: transcript:chrV_pilon.g16719.2
0_45935: transcript:chrV_pilon.g16719.3
0_45936: transcript:chrV_pilon.g16719.1
0_45937: transcript:chrV_pilon.g16720.1
0_45938: transcript:chrV_pilon.g16720.2
0_45939: transcript:chrV_pilon.g16721
0_45940: Transcript:VC2010_MAPPED_T09F5.9.1
0_45941: transcript:chrV_pilon.g16722
0_45942: Transcript:VC2010_MAPPED_T09F5.10.1
0_45943: transcript:chrV_pilon.g16723
0_45944: Transcript:VC2010_MAPPED_T09F5.11.1
0_45945: transcript:chrV_pilon.g16724
0_45946: Transcript:VC2010_MAPPED_Y75B12B.1a.1
0_45947: Transcript:VC2010_MAPPED_Y75B12B.1b.1
0_45948: Transcript:VC2010_MAPPED_Y75B12B.1c.1
0_45949: transcript:chrV_pilon.g16725
0_45950: transcript:chrV_pilon.g16726
0_45951: Transcript:VC2010_MAPPED_Y75B12B.3.1
0_45952: transcript:chrV_pilon.g16727
0_45953: Transcript:VC2010_MAPPED_Y75B12B.2.1
0_45954: transcript:chrV_pilon.g16728
0_45955: Transcript:VC2010_MAPPED_Y75B12B.4.1
0_45956: transcript:chrV_pilon.g16729
0_45957: Transcript:VC2010_MAPPED_Y75B12B.5.1
0_45958: transcript:chrV_pilon.g16730
0_45959: Transcript:VC2010_MAPPED_Y75B12B.11.1
0_45960: transcript:chrV_pilon.g16731
0_45961: Transcript:VC2010_MAPPED_Y75B12B.6.1
0_45962: transcript:chrV_pilon.g16732
0_45963: Transcript:VC2010_MAPPED_Y75B12B.13.1
0_45964: transcript:chrV_pilon.g16733
0_45965: Transcript:VC2010_MAPPED_Y75B12B.7.1
0_45966: transcript:chrV_pilon.g16734
0_45967: Transcript:VC2010_MAPPED_Y75B12B.10.1
0_45968: transcript:chrV_pilon.g16735
0_45969: Transcript:VC2010_MAPPED_Y75B12B.8.1
0_45970: transcript:chrV_pilon.g16736.1
0_45971: transcript:chrV_pilon.g16736.2
0_45972: transcript:chrV_pilon.g16737
0_45973: Transcript:VC2010_MAPPED_C41G6.12.1
0_45974: transcript:chrV_pilon.g16738
0_45975: Transcript:VC2010_MAPPED_C41G6.13.1
0_45976: transcript:chrV_pilon.g16739.1
0_45977: transcript:chrV_pilon.g16739.2
0_45978: transcript:chrV_pilon.g16740
0_45979: Transcript:VC2010_MAPPED_C41G6.11.1
0_45980: transcript:chrV_pilon.g16741
0_45981: Transcript:VC2010_MAPPED_C41G6.14.1
0_45982: transcript:chrV_pilon.g16742.2
0_45983: transcript:chrV_pilon.g16742.3
0_45984: Transcript:VC2010_MAPPED_C41G6.10.1
0_45985: transcript:chrV_pilon.g16742.1
0_45986: transcript:chrV_pilon.g16743
0_45987: Transcript:VC2010_MAPPED_C41G6.6.1
0_45988: transcript:chrV_pilon.g16744
0_45989: Transcript:VC2010_MAPPED_C41G6.7.1
0_45990: transcript:chrV_pilon.g16745.1
0_45991: transcript:chrV_pilon.g16745.2
0_45992: Transcript:VC2010_MAPPED_C41G6.8b.1
0_45993: Transcript:VC2010_MAPPED_C41G6.8a.1
0_45994: transcript:chrV_pilon.g16746.3
0_45995: transcript:chrV_pilon.g16746.2
0_45996: transcript:chrV_pilon.g16746.1
0_45997: Transcript:VC2010_MAPPED_C41G6.3.1
0_45998: transcript:chrV_pilon.g16747
0_45999: Transcript:VC2010_MAPPED_C41G6.15.1
0_46000: transcript:chrV_pilon.g16748
0_46001: Transcript:VC2010_MAPPED_C41G6.5.1
0_46002: transcript:chrV_pilon.g16749
0_46003: transcript:chrV_pilon.g16750.3
0_46004: transcript:chrV_pilon.g16750.2
0_46005: Transcript:VC2010_MAPPED_C41G6.2.1
0_46006: transcript:chrV_pilon.g16750.1
0_46007: Transcript:VC2010_MAPPED_M01B2.11.1
0_46008: transcript:chrV_pilon.g16751
0_46009: Transcript:VC2010_MAPPED_M01B2.6.1
0_46010: transcript:chrV_pilon.g16752.2
0_46011: transcript:chrV_pilon.g16752.3
0_46012: Transcript:VC2010_MAPPED_M01B2.1.1
0_46013: transcript:chrV_pilon.g16752.1
0_46014: Transcript:VC2010_MAPPED_M01B2.2.1
0_46015: transcript:chrV_pilon.g16753
0_46016: Transcript:VC2010_MAPPED_M01B2.4.1
0_46017: transcript:chrV_pilon.g16754
0_46018: Transcript:VC2010_MAPPED_M01B2.3.1
0_46019: transcript:chrV_pilon.g16755.2
0_46020: transcript:chrV_pilon.g16755.1
0_46021: Transcript:VC2010_MAPPED_M01B2.9.1
0_46022: transcript:chrV_pilon.g16756.1
0_46023: transcript:chrV_pilon.g16756.2
0_46024: transcript:chrV_pilon.g16756.3
0_46025: Transcript:VC2010_MAPPED_M01B2.7.1
0_46026: transcript:chrV_pilon.g16757
0_46027: Transcript:VC2010_MAPPED_M01B2.8.1
0_46028: transcript:chrV_pilon.g16758
0_46029: Transcript:VC2010_MAPPED_M01B2.10.1
0_46030: transcript:chrV_pilon.g16759
0_46031: Transcript:VC2010_MAPPED_M01B2.12.1
0_46032: transcript:chrV_pilon.g16760
0_46033: Transcript:VC2010_MAPPED_M01B2.13.1
0_46034: transcript:chrV_pilon.g16761
0_46035: Transcript:VC2010_MAPPED_T10H4.13.1
