0_0: transcript:QX1410-16786-1
1_154: transcript:Y65B4A-2b-1
1_155: transcript:Y65B4A-2c-1
1_156: transcript:Y65B4A-2a-1
1_157: transcript:Y65B4A-7a-1
1_158: transcript:Y65B4A-7b-1
1_159: transcript:Y65B4A-1-1
1_160: transcript:Y65B4A-8-1
1_161: transcript:Y65B4A-9a-1
1_162: transcript:Y65B4A-9b-1
1_163: transcript:Y18H1A-14-1
1_164: transcript:Y18H1A-11b-1
1_165: transcript:Y18H1A-11b-2
1_166: transcript:Y18H1A-11a-1
1_167: transcript:Y18H1A-11d-1
1_168: transcript:Y18H1A-11c-1
1_169: transcript:Y18H1A-10-1
1_170: transcript:Y18H1A-1-1
1_171: transcript:Y18H1A-4-1
1_172: transcript:Y18H1A-4-2
1_173: transcript:Y18H1A-2b-1
1_174: transcript:Y18H1A-2a-1
1_175: transcript:Y18H1A-2b-2
1_176: transcript:Y18H1A-3a-1
1_177: transcript:Y18H1A-3b-1
1_178: transcript:Y18H1A-3c-1
1_179: transcript:Y18H1A-3d-1
1_180: transcript:Y18H1A-3e-1
1_181: transcript:Y18H1A-7a-1
1_182: transcript:Y18H1A-7b-1
1_183: transcript:Y18H1A-6a-1
1_184: transcript:Y18H1A-6c-1
1_185: transcript:Y18H1A-6b-1
1_186: transcript:Y18H1A-6d-1
1_187: transcript:Y18H1A-15-1
1_188: transcript:Y18H1A-18-1
1_189: transcript:Y18H1A-13-1
1_190: transcript:Y18H1A-12a-1
1_191: transcript:Y18H1A-12b-1
1_192: transcript:Y18H1A-9-1
1_193: transcript:Y18H1A-8a-1
1_194: transcript:Y18H1A-8b-1
1_195: transcript:T06A4-2-1
1_196: transcript:T06A4-3a-1
1_197: transcript:T06A4-3b-1
1_198: transcript:T06A4-1b-1
1_199: transcript:T06A4-1a-1
1_200: transcript:T06A4-1a-2
1_201: transcript:ZC123-3a-1
1_202: transcript:ZC123-3b-1
1_203: transcript:ZC123-3c-1
1_204: transcript:ZC123-3d-1
1_205: transcript:ZC123-3e-1
1_206: transcript:ZC123-3f-1
1_207: transcript:ZC123-1-1
1_208: transcript:ZC123-4a-1
1_209: transcript:ZC123-4c-1
1_210: transcript:ZC123-4b-1
1_211: transcript:Y95B8A-8-1
1_212: transcript:Y95B8A-10a-1
1_213: transcript:Y95B8A-10c-1
1_214: transcript:Y95B8A-10b-1
1_215: transcript:Y95B8A-6c-1
1_216: transcript:Y95B8A-6a-1
1_217: transcript:Y95B8A-6a-2
1_218: transcript:Y95B8A-6d-1
1_219: transcript:Y95B8A-11b-1
1_220: transcript:Y95B8A-11a-1
1_221: transcript:Y95B8A-11c-1
1_222: transcript:Y95B8A-5a-1
1_223: transcript:Y95B8A-5b-1
1_224: transcript:Y95B8A-5c-1
1_225: transcript:Y95B8A-4-1
1_226: transcript:Y95B8A-12a-1
1_227: transcript:Y95B8A-12f-1
1_228: transcript:Y95B8A-12b-1
1_229: transcript:Y95B8A-12e-1
1_230: transcript:Y95B8A-12c-1
1_231: transcript:Y95B8A-12d-1
1_232: transcript:Y95B8A-1a-1
1_233: transcript:Y95B8A-1b-1
1_234: transcript:Y34D9B-1a-1
1_235: transcript:Y34D9B-1b-1
1_236: transcript:F54A5-2a-1
1_237: transcript:F54A5-2b-2
1_238: transcript:F54A5-2b-1
1_239: transcript:F54A5-3b-2
1_240: transcript:F54A5-3a-1
1_241: transcript:F54A5-3b-1
1_242: transcript:F54A5-1-1
1_243: transcript:C54G6-3-1
1_244: transcript:C54G6-2a-1
1_245: transcript:C54G6-2b-1
1_246: transcript:C54G6-2c-1
1_247: transcript:C54G6-1a-1
1_248: transcript:C54G6-1b-1
1_249: transcript:C54G6-8-1
1_250: transcript:C54G6-5-1
1_251: transcript:Y34D9A-11-1
1_252: transcript:Y34D9A-1-1
1_253: transcript:Y34D9A-4-1
1_254: transcript:Y34D9A-3a-1
1_255: transcript:Y34D9A-3e-1
1_256: transcript:Y34D9A-3f-1
1_257: transcript:Y34D9A-3b-1
1_258: transcript:Y34D9A-3c-1
1_259: transcript:Y34D9A-3d-1
1_260: transcript:Y34D9A-7a-1
1_261: transcript:Y34D9A-7b-1
1_262: transcript:Y34D9A-7c-1
1_263: transcript:Y34D9A-6-1
1_264: transcript:Y34D9A-8a-1
1_265: transcript:Y34D9A-8b-1
1_266: transcript:Y34D9A-8c-1
1_267: transcript:Y34D9A-10-1
1_268: transcript:Y34D9A-2-1
1_269: transcript:R06A10-2a-1
1_270: transcript:R06A10-2b-1
1_271: transcript:R06A10-1b-1
1_272: transcript:R06A10-1a-1
1_273: transcript:R06A10-5b-1
1_274: transcript:R06A10-5a-1
1_275: transcript:R06A10-4-1
1_276: transcript:ZK993-2a-1
1_277: transcript:ZK993-2b-1
1_278: transcript:ZK993-5-1
1_279: transcript:ZK993-1a-1
1_280: transcript:ZK993-1b-1
1_281: transcript:Y48G8AL-10a-1
1_282: transcript:Y48G8AL-10e-1
1_283: transcript:Y48G8AL-10d-1
1_284: transcript:Y48G8AL-10c-1
1_285: transcript:Y48G8AL-10b-1
1_286: transcript:Y48G8AL-14-1
1_287: transcript:Y48G8AL-8-1
1_288: transcript:Y48G8AL-7-1
1_289: transcript:Y48G8AL-11a-1
1_290: transcript:Y48G8AL-11c-1
1_291: transcript:Y48G8AL-11b-1
1_292: transcript:Y48G8AL-6-1
1_293: transcript:Y48G8AL-5a-1
1_294: transcript:Y48G8AL-5b-1
1_295: transcript:Y48G8AL-5c-1
1_296: transcript:Y48G8AL-5d-1
1_297: transcript:Y48G8AL-1a-1
1_298: transcript:Y48G8AL-1a-2
1_299: transcript:Y48G8AL-16-1
1_300: transcript:Y48G8AL-12-1
1_301: transcript:Y48G8AL-13a-2
1_302: transcript:Y48G8AL-13a-1
1_303: transcript:Y48G8AL-13b-1
1_304: transcript:Y48G8AL-1b-1
1_305: transcript:Y48G8AL-1c-1
1_306: transcript:Y48G8AL-1d-1
1_307: transcript:Y48G8AL-1e-1
1_308: transcript:Y48G8AL-15-1
1_309: transcript:Y48G8AR-1b-1
1_310: transcript:Y48G8AR-1a-1
1_311: transcript:Y48G8AR-1c-1
1_312: transcript:Y48G8AR-8-1
1_313: transcript:Y48G8AR-2-1
1_314: transcript:Y48G8AR-3-1
1_315: transcript:K12C11-4a-1
1_316: transcript:K12C11-4b-1
1_317: transcript:K12C11-4c-1
1_318: transcript:K12C11-4d-1
1_319: transcript:K12C11-5-1
1_320: transcript:K12C11-3b-1
1_321: transcript:K12C11-3c-1
1_322: transcript:K12C11-3a-1
1_323: transcript:K12C11-6-1
1_324: transcript:K12C11-7a-1
1_325: transcript:K12C11-7b-1
1_326: transcript:K12C11-2-1
1_327: transcript:K12C11-1a-1
1_328: transcript:K12C11-1b-1
1_329: transcript:Y92H12BL-1a-1
1_330: transcript:Y92H12BL-1b-1
1_331: transcript:Y92H12BL-5-1
1_332: transcript:Y92H12BL-6-1
1_333: transcript:Y92H12BL-7-1
1_334: transcript:Y92H12BL-4-1
1_335: transcript:Y92H12BM-1-1
1_336: transcript:Y92H12BR-7-2
1_337: transcript:Y92H12BR-7-1
1_338: transcript:Y92H12BR-6-1
1_339: transcript:Y92H12BR-2-1
1_340: transcript:Y92H12BR-3a-1
1_341: transcript:Y92H12BR-3b-1
1_342: transcript:Y92H12BR-8-1
1_343: transcript:F37F2-2-2
1_344: transcript:F37F2-2-1
1_345: transcript:F47G6-4a-1
1_346: transcript:F37F2-3-1
1_347: transcript:F47G6-4b-1
1_348: transcript:F47G6-4c-1
1_349: transcript:F47G6-3-1
1_350: transcript:F47G6-2-1
1_351: transcript:F47G6-1a-1
1_352: transcript:F47G6-1b-1
1_353: transcript:F47G6-1c-1
1_354: transcript:F47G6-1c-2
1_355: transcript:Y92H12A-5b-1
1_356: transcript:Y92H12A-5a-1
1_357: transcript:Y92H12A-4a-2
1_358: transcript:Y92H12A-4a-1
1_359: transcript:Y92H12A-4c-1
1_360: transcript:Y92H12A-4d-1
1_361: transcript:Y92H12A-2a-1
1_362: transcript:Y92H12A-2b-1
1_363: transcript:Y92H12A-1a-1
1_364: transcript:Y92H12A-1b-1
1_365: transcript:Y92H12A-1c-1
1_366: transcript:Y92H12A-1d-1
1_367: transcript:Y73E7A-3a-1
1_368: transcript:Y73E7A-3a-2
1_369: transcript:Y73E7A-3b-1
1_370: transcript:Y73E7A-3c-1
1_371: transcript:Y73E7A-3d-1
1_372: transcript:Y73E7A-4-1
1_373: transcript:Y73E7A-2-1
1_374: transcript:Y73E7A-6-1
1_375: transcript:Y73E7A-9a-1
1_376: transcript:Y73E7A-9b-1
1_377: transcript:Y73E7A-9c-1
1_378: transcript:Y73E7A-9d-1
1_379: transcript:Y73E7A-7a-1
1_380: transcript:Y73E7A-7a-2
1_381: transcript:Y73E7A-7b-1
1_382: transcript:Y73E7A-1a-1
1_383: transcript:Y73E7A-1b-1
1_384: transcript:Y73E7A-8-1
1_385: transcript:Y71G12B-20a-1
1_386: transcript:Y71G12B-20d-1
1_387: transcript:Y71G12B-20c-1
1_388: transcript:Y71G12B-18a-1
1_389: transcript:Y71G12B-18b-1
1_390: transcript:Y71G12B-21-1
1_391: transcript:Y71G12B-33b-1
1_392: transcript:Y71G12B-33a-1
1_393: transcript:Y71G12B-22-1
1_394: transcript:Y71G12B-17-1
1_395: transcript:Y71G12B-23b-1
1_396: transcript:Y71G12B-23a-1
1_397: transcript:Y71G12B-35-1
1_398: transcript:Y71G12B-16-1
1_399: transcript:Y71G12B-31b-1
1_400: transcript:Y71G12B-31a-1
1_401: transcript:Y71G12B-15a-1
1_402: transcript:Y71G12B-15b-1
1_403: transcript:Y71G12B-14-1
1_404: transcript:Y71G12B-13-1
1_405: transcript:Y71G12B-12b-1
1_406: transcript:Y71G12B-12c-1
1_407: transcript:Y71G12B-12a-1
1_408: transcript:Y71G12B-11b-1
1_409: transcript:Y71G12B-11a-1
1_410: transcript:Y71G12B-11f-1
1_411: transcript:Y71G12B-11e-1
1_412: transcript:Y71G12B-11c-1
1_413: transcript:Y71G12B-11d-1
1_414: transcript:Y71G12B-11g-1
1_415: transcript:Y71G12B-24a-1
1_416: transcript:Y71G12B-24b-1
1_417: transcript:Y71G12B-10-1
1_418: transcript:Y71G12B-9a-1
1_419: transcript:Y71G12B-9b-1
1_420: transcript:Y71G12B-9c-1
1_421: transcript:Y71G12B-8-1
1_422: transcript:Y71G12B-25a-1
1_423: transcript:Y71G12B-25b-1
1_424: transcript:Y71G12B-26a-1
1_425: transcript:Y71G12B-26b-1
1_426: transcript:Y71G12B-6a-1
1_427: transcript:Y71G12B-6b-1
1_428: transcript:Y71G12B-27-1
1_429: transcript:Y71G12B-5a-1
1_430: transcript:Y71G12B-4-1
1_431: transcript:Y71G12B-3-1
1_432: transcript:Y71G12B-32-1
1_433: transcript:Y71G12B-2-1
1_434: transcript:Y71G12B-30a-1
1_435: transcript:Y71G12B-30c-1
1_436: transcript:Y71G12B-30b-1
1_437: transcript:Y71G12B-1a-1
1_438: transcript:Y71G12B-1b-1
1_439: transcript:C53H9-3-1
1_440: transcript:C53H9-2a-1
1_441: transcript:C53H9-1-1
1_442: transcript:M01D7-7a-1
1_443: transcript:C53H9-4-1
1_444: transcript:M01D7-7b-1
1_445: transcript:M01D7-7c-1
1_446: transcript:M01D7-6-2
1_447: transcript:M01D7-6-1
1_448: transcript:M01D7-5-1
1_449: transcript:M01D7-4a-1
1_450: transcript:M01D7-4b-1
1_451: transcript:M01D7-9-1
1_452: transcript:M01D7-2a-1
1_453: transcript:M01D7-2c-1
1_454: transcript:M01D7-2b-1
1_455: transcript:Y71G12A-3a-1
1_456: transcript:Y71G12A-5-1
1_457: transcript:Y71G12A-3b-1
1_458: transcript:Y71G12A-4-1
1_459: transcript:Y71G12A-2a-1
1_460: transcript:Y71G12A-2b-1
1_461: transcript:Y71G12A-2c-1
1_462: transcript:Y71G12A-2c-2
1_463: transcript:Y51F10-7-1
1_464: transcript:Y51F10-5-1
1_465: transcript:Y51F10-4b-1
1_466: transcript:Y51F10-4a-1
1_467: transcript:Y51F10-4c-1
1_468: transcript:Y51F10-4d-1
1_469: transcript:Y51F10-4e-1
1_470: transcript:Y51F10-15-1
1_471: transcript:Y51F10-10a-1
1_472: transcript:Y51F10-10b-1
1_473: transcript:Y51F10-10e-1
1_474: transcript:Y51F10-10c-1
1_475: transcript:Y51F10-10d-1
1_476: transcript:Y51F10-11-1
1_477: transcript:Y51F10-3a-1
1_478: transcript:Y51F10-3b-1
1_479: transcript:Y51F10-2a-1
1_480: transcript:Y51F10-2b-1
1_481: transcript:Y51F10-2c-1
1_482: transcript:Y20F4-3a-1
1_483: transcript:Y20F4-3b-1
1_484: transcript:Y20F4-2-1
1_485: transcript:Y20F4-4a-1
1_486: transcript:Y20F4-4b-1
1_487: transcript:Y20F4-8-1
1_488: transcript:Y37E3-1-1
1_489: transcript:Y37E3-3-1
1_490: transcript:Y37E3-4-1
1_491: transcript:Y37E3-5b-1
1_492: transcript:Y37E3-5d-1
1_493: transcript:Y37E3-5a-1
1_494: transcript:Y37E3-5c-1
1_495: transcript:Y37E3-5c-2
1_496: transcript:Y37E3-7-1
1_497: transcript:Y37E3-7-2
1_498: transcript:Y37E3-8a-1
1_499: transcript:Y37E3-8b-1
1_500: transcript:Y37E3-9-1
1_501: transcript:Y37E3-10a-2
1_502: transcript:Y37E3-10a-1
1_503: transcript:Y37E3-11b-1
1_504: transcript:Y37E3-11a-1
1_505: transcript:Y37E3-11i-1
1_506: transcript:Y37E3-11c-1
1_507: transcript:Y37E3-11d-1
1_508: transcript:Y37E3-11e-1
1_509: transcript:Y37E3-11f-1
1_510: transcript:Y37E3-11g-1
1_511: transcript:Y37E3-11h-1
1_512: transcript:Y37E3-13a-1
1_513: transcript:Y37E3-13b-1
1_514: transcript:Y37E3-15a-1
1_515: transcript:Y37E3-15c-1
1_516: transcript:Y37E3-19-1
1_517: transcript:Y37E3-16-1
1_518: transcript:Y37E3-17c-1
1_519: transcript:Y37E3-17d-1
1_520: transcript:Y37E3-17b-1
1_521: transcript:Y37E3-17a-1
1_522: transcript:Y37E3-30-1
1_523: transcript:Y37E3-30-2
1_524: transcript:W03F11-6d-1
1_525: transcript:W03F11-6f-1
1_526: transcript:W03F11-6c-1
1_527: transcript:W03F11-6a-1
1_528: transcript:W03F11-6o-1
1_529: transcript:W03F11-6g-1
1_530: transcript:W03F11-6h-1
1_531: transcript:W03F11-6i-1
1_532: transcript:W03F11-6j-1
1_533: transcript:W03F11-6k-1
1_534: transcript:W03F11-6l-1
1_535: transcript:W03F11-6e-1
1_536: transcript:W03F11-6m-1
1_537: transcript:W03F11-6n-1
1_538: transcript:W03F11-6b-1
1_539: transcript:W03F11-5-1
1_540: transcript:W03F11-1a-1
1_541: transcript:W03F11-1b-1
1_542: transcript:W03F11-2a-1
1_543: transcript:W03F11-2b-1
1_544: transcript:W03F11-3-1
1_545: transcript:W03F11-4-2
1_546: transcript:W03F11-4-1
1_547: transcript:F12B6-3a-1
1_548: transcript:F12B6-3b-1
1_549: transcript:F12B6-2a-1
1_550: transcript:F12B6-2c-1
1_551: transcript:F12B6-2f-1
1_552: transcript:F12B6-1a-1
1_553: transcript:F12B6-1b-1
1_554: transcript:Y39G10AL-1a-1
1_555: transcript:Y39G10AL-1b-1
1_556: transcript:Y39G10AL-3-2
1_557: transcript:Y39G10AL-3-1
1_558: transcript:Y39G10AR-11-1
1_559: transcript:Y39G10AR-12a-1
1_560: transcript:Y39G10AR-10-1
1_561: transcript:Y39G10AR-12b-1
1_562: transcript:Y39G10AR-13a-1
1_563: transcript:Y39G10AR-13b-1
1_564: transcript:Y39G10AR-9b-1
1_565: transcript:Y39G10AR-9a-1
1_566: transcript:Y39G10AR-21a-1
1_567: transcript:Y39G10AR-21b-1
1_568: transcript:Y39G10AR-21c-1
1_569: transcript:Y39G10AR-20-1
1_570: transcript:Y39G10AR-8-1
1_571: transcript:Y39G10AR-7a-1
1_572: transcript:Y39G10AR-7b-1
1_573: transcript:Y39G10AR-14a-1
1_574: transcript:Y39G10AR-14b-1
1_575: transcript:Y39G10AR-32a-1
1_576: transcript:Y39G10AR-32b-1
1_577: transcript:Y39G10AR-15-1
1_578: transcript:Y39G10AR-22-1
1_579: transcript:Y39G10AR-16-1
1_580: transcript:Y39G10AR-6-1
1_581: transcript:Y39G10AR-5-1
1_582: transcript:Y39G10AR-25-2
1_583: transcript:Y39G10AR-25-1
1_584: transcript:Y39G10AR-3a-1
1_585: transcript:Y39G10AR-3b-1
1_586: transcript:Y39G10AR-17-1
1_587: transcript:Y39G10AR-18b-1
1_588: transcript:Y39G10AR-18a-1
1_589: transcript:Y39G10AR-18b-2
1_590: transcript:Y39G10AR-18c-1
1_591: transcript:Y39G10AR-2b-1
1_592: transcript:Y39G10AR-2a-1
1_593: transcript:Y39G10AR-2c-1
1_594: transcript:Y39G10AR-2d-1
1_595: transcript:F23C8-13a-1
1_596: transcript:F23C8-13b-1
1_597: transcript:F23C8-13c-1
1_598: transcript:F23C8-5a-1
1_599: transcript:F23C8-5b-1
1_600: transcript:F23C8-6-1
1_601: transcript:F23C8-7-1
1_602: transcript:F23C8-8-1
1_603: transcript:F23C8-9-1
1_604: transcript:F23C8-4-1
1_605: transcript:F23C8-14a-1
1_606: transcript:F23C8-14b-1
1_607: transcript:F23C8-3b-1
1_608: transcript:F23C8-3a-1
1_609: transcript:T16H5-1b-1
1_610: transcript:T16H5-1a-1
1_611: transcript:T16H5-1a-2
1_612: transcript:Y74C10AL-2-1
1_613: transcript:Y74C10AR-3a-1
1_614: transcript:Y74C10AR-3b-1
1_615: transcript:Y74C10AR-3c-1
1_616: transcript:Y74C10AR-2-1
1_617: transcript:Y74C10AR-1a-1
1_618: transcript:Y74C10AR-1b-1
1_619: transcript:Y23H5B-6a-1
1_620: transcript:Y23H5B-6b-1
1_621: transcript:Y23H5B-6c-1
1_622: transcript:Y23H5B-5-1
1_623: transcript:Y23H5B-4-1
1_624: transcript:Y23H5B-3-1
1_625: transcript:Y23H5B-8-1
1_626: transcript:Y23H5B-9-1
1_627: transcript:Y23H5B-1-1
1_628: transcript:Y23H5B-1-2
1_629: transcript:Y23H5B-12b-1
1_630: transcript:Y23H5B-12a-1
1_631: transcript:C55C2-4-1
1_632: transcript:C55C2-3-1
1_633: transcript:C55C2-2-1
1_634: transcript:C55C2-1-1
1_635: transcript:C55C2-5a-1
1_636: transcript:K07A3-1a-1
1_637: transcript:K07A3-2a-1
1_638: transcript:K07A3-3b-1
1_639: transcript:Y23H5A-5a-1
1_640: transcript:Y23H5A-5d-1
1_641: transcript:Y23H5A-5d-2
1_642: transcript:Y23H5A-5c-1
1_643: transcript:Y23H5A-4a-1
1_644: transcript:Y23H5A-4b-1
1_645: transcript:Y23H5A-3-1
1_646: transcript:Y23H5A-2a-1
1_647: transcript:Y23H5A-2b-1
1_648: transcript:Y23H5A-7a-1
1_649: transcript:Y23H5A-7b-1
1_650: transcript:Y23H5A-7c-1
1_651: transcript:Y23H5A-8a-1
1_652: transcript:F40E3-3-1
1_653: transcript:F40E3-2-1
1_654: transcript:F40E3-5-2
1_655: transcript:F40E3-5-1
1_656: transcript:F40E3-6a-1
1_657: transcript:F32B5-6i-1
1_658: transcript:F32B5-6k-1
1_659: transcript:F32B5-6d-2
1_660: transcript:F32B5-6j-1
1_661: transcript:F32B5-6a-1
1_662: transcript:F32B5-6b-2
1_663: transcript:F32B5-6b-1
1_664: transcript:F32B5-6d-1
1_665: transcript:F32B5-6g-1
1_666: transcript:F32B5-6h-1
1_667: transcript:F32B5-6f-1
1_668: transcript:F32B5-7a-1
1_669: transcript:F32B5-7a-2
1_670: transcript:F32B5-7b-1
1_671: transcript:F32B5-8a-1
1_672: transcript:F32B5-8b-1
1_673: transcript:F32B5-4-1
1_674: transcript:F32B5-3-1
1_675: transcript:F32B5-2-1
1_676: transcript:F32B5-1-1
1_677: transcript:Y71F9B-5a-2
1_678: transcript:Y71F9B-5b-1
1_679: transcript:Y71F9B-5a-1
1_680: transcript:Y71F9B-5c-1
1_681: transcript:Y71F9B-16a-1
1_682: transcript:Y71F9B-16b-1
1_683: transcript:Y71F9B-6c-1
1_684: transcript:Y71F9B-6b-1
1_685: transcript:Y71F9B-6e-1
1_686: transcript:Y71F9B-6d-1
1_687: transcript:Y71F9B-4-1
1_688: transcript:Y71F9B-3-1
1_689: transcript:Y71F9B-2a-1
1_690: transcript:Y71F9B-2b-1
1_691: transcript:Y71F9B-8a-1
1_692: transcript:Y71F9B-8e-1
1_693: transcript:Y71F9B-7-1
1_694: transcript:Y71F9B-9a-1
1_695: transcript:Y71F9B-9b-1
1_696: transcript:Y71F9B-10a-1
1_697: transcript:Y71F9B-10c-1
1_698: transcript:Y71F9B-10g-1
1_699: transcript:Y71F9B-10b-1
1_700: transcript:Y71F9B-10f-1
1_701: transcript:Y71F9B-10d-1
1_702: transcript:Y71F9B-10e-1
1_703: transcript:Y71F9B-1-1
1_704: transcript:Y71F9B-13c-1
1_705: transcript:Y71F9B-13a-1
1_706: transcript:Y71F9B-15-1
1_707: transcript:W03D8-9-1
1_708: transcript:W03D8-9-2
1_709: transcript:W03D8-14-1
1_710: transcript:W03D8-1-1
1_711: transcript:W03D8-8-1
1_712: transcript:W03D8-7-1
1_713: transcript:W03D8-2a-2
1_714: transcript:W03D8-2a-1
1_715: transcript:W03D8-2b-1
1_716: transcript:W03D8-6b-1
1_717: transcript:W03D8-6c-1
1_718: transcript:W03D8-6a-1
1_719: transcript:W03D8-6d-1
1_720: transcript:W03D8-6e-1
1_721: transcript:W03D8-5-1
1_722: transcript:W03D8-11-1
1_723: transcript:W03D8-3-1
1_724: transcript:W10C8-2-1
1_725: transcript:W10C8-1b-1
1_726: transcript:W10C8-1a-1
1_727: transcript:W10C8-4a-1
1_728: transcript:W10C8-4d-1
1_729: transcript:W10C8-4c-1
1_730: transcript:W10C8-5-2
1_731: transcript:W10C8-5-1
1_732: transcript:W10C8-6-1
1_733: transcript:Y71F9AL-11-1
1_734: transcript:Y71F9AL-10b-1
1_735: transcript:Y71F9AL-10c-1
1_736: transcript:Y71F9AL-10d-1
1_737: transcript:Y71F9AL-10a-1
1_738: transcript:Y71F9AL-10e-1
1_739: transcript:Y71F9AL-12a-1
1_740: transcript:Y71F9AL-12b-1
1_741: transcript:Y71F9AL-12c-1
1_742: transcript:Y71F9AL-12d-1
1_743: transcript:Y71F9AL-12g-1
1_744: transcript:Y71F9AL-12h-1
1_745: transcript:Y71F9AL-12e-1
1_746: transcript:Y71F9AL-12f-1
1_747: transcript:Y71F9AL-13a-1
1_748: transcript:Y71F9AL-13b-1
1_749: transcript:Y71F9AL-9-1
1_750: transcript:Y71F9AL-8-1
1_751: transcript:Y71F9AL-14-2
1_752: transcript:Y71F9AL-14-1
1_753: transcript:Y71F9AL-16-1
1_754: transcript:Y71F9AL-7-1
1_755: transcript:Y71F9AL-25-1
1_756: transcript:Y71F9AL-6-1
1_757: transcript:Y71F9AL-17-1
1_758: transcript:Y71F9AL-5-1
1_759: transcript:Y71F9AL-4-1
1_760: transcript:Y71F9AL-18a-2
1_761: transcript:Y71F9AL-18a-1
1_762: transcript:Y71F9AL-18b-1
1_763: transcript:Y71F9AL-18c-1
1_764: transcript:Y71F9AL-18d-1
1_765: transcript:Y71F9AL-2-1
1_766: transcript:Y71F9AL-1-1
1_767: transcript:Y71F9AM-6-1
1_768: transcript:Y71F9AM-5b-1
1_769: transcript:Y71F9AM-5a-1
1_770: transcript:Y71F9AM-4a-1
1_771: transcript:Y71F9AM-4b-1
1_772: transcript:Y71F9AM-11-1
1_773: transcript:Y71F9AM-8-1
1_774: transcript:Y71F9AR-10-1
1_775: transcript:Y71F9AR-1-1
1_776: transcript:Y71F9AR-4-1
1_777: transcript:Y71F9AR-2-1
1_778: transcript:Y71F9AR-3-1
1_779: transcript:Y54E10BL-4-1
1_780: transcript:Y54E10BL-5-1
1_781: transcript:Y54E10BL-3-1
1_782: transcript:Y54E10BL-6-1
1_783: transcript:Y54E10BL-2-1
1_784: transcript:Y54E10BL-1-1
1_785: transcript:Y54E10BR-4-1
1_786: transcript:Y54E10BR-3-1
1_787: transcript:Y54E10BR-5-1
1_788: transcript:Y54E10BR-6-1
1_789: transcript:Y54E10BR-2-1
1_790: transcript:Y54E10BR-2-2
1_791: transcript:Y54E10BR-7-1
1_792: transcript:Y54E10BR-8-1
1_793: transcript:Y54E10BR-1b-1
1_794: transcript:Y54E10BR-1a-1
1_795: transcript:M01B12-3-1
1_796: transcript:M01B12-4b-1
1_797: transcript:M01B12-4a-1
1_798: transcript:M01B12-4c-1
1_799: transcript:M01B12-4c-2
1_800: transcript:M01B12-5a-1
1_801: transcript:M01B12-5a-2
1_802: transcript:C45E1-1a-2
1_803: transcript:C45E1-1c-1
1_804: transcript:C45E1-1a-1
1_805: transcript:C45E1-1b-1
1_806: transcript:C45E1-5-1
1_807: transcript:C45E1-4-1
1_808: transcript:K09H9-9-1
1_809: transcript:K09H9-3-1
1_810: transcript:K09H9-8-1
1_811: transcript:K09H9-5-1
1_812: transcript:K09H9-6-1
1_813: transcript:K09H9-2-1
1_814: transcript:K09H9-7-1
1_815: transcript:K09H9-1-1
1_816: transcript:Y54E10A-9c-2
1_817: transcript:Y54E10A-9a-1
1_818: transcript:Y54E10A-9b-1
1_819: transcript:Y54E10A-9c-1
1_820: transcript:Y54E10A-7-1
1_821: transcript:Y54E10A-6-1
1_822: transcript:Y54E10A-5-1
1_823: transcript:Y54E10A-10-1
1_824: transcript:Y54E10A-11-2
1_825: transcript:Y54E10A-11-1
1_826: transcript:Y54E10A-12a-1
1_827: transcript:Y54E10A-12b-1
1_828: transcript:Y54E10A-17b-1
1_829: transcript:Y54E10A-17a-1
1_830: transcript:Y54E10A-4b-1
1_831: transcript:Y54E10A-4a-1
1_832: transcript:Y54E10A-4a-2
1_833: transcript:Y54E10A-4c-1
1_834: transcript:Y54E10A-4d-1
1_835: transcript:Y54E10A-14b-1
1_836: transcript:Y54E10A-14a-1
1_837: transcript:Y54E10A-15-1
1_838: transcript:Y54E10A-3-1
1_839: transcript:Y54E10A-2-1
1_840: transcript:Y54E10A-16-1
1_841: transcript:Y44E3B-2-1
